activation_month,observation_month,months_since_activation,persona,initial_subscription_group,segment_level,activated_cohort_size,active_companies,continuously_active_companies,reactivated_active_companies,active_share_pct,continuously_active_share_pct,reactivated_active_share_pct,average_current_streak_among_active,total_revenue,monthly_revenue_per_original_activated_company
2025-10-01,2025-12-01,2,Consultant,start,persona_x_initial_plan,105,102,101,1,97.14,96.19,0.95,2.98,4598.01667170895876293630,43.79063496865675
2025-10-01,2025-12-01,2,Developer_IT,free,persona_x_initial_plan,35,28,28,0,80.0,80.0,0.0,3.0,682.09502170246996105950,19.48842919149914
2025-10-01,2025-12-01,2,Developer_IT,plus,persona_x_initial_plan,13,12,12,0,92.31,92.31,0.0,3.0,499.83990206634763060000,38.44922323587289
2025-10-01,2025-12-01,2,Developer_IT,start,persona_x_initial_plan,43,39,39,0,90.7,90.7,0.0,3.0,1152.95208677177254602594,26.812839227250528
2025-10-01,2025-12-01,2,Media_Publishing,free,persona_x_initial_plan,15,14,14,0,93.33,93.33,0.0,3.0,153.30786789237586573031,10.22052452615839
2025-10-01,2025-12-01,2,Media_Publishing,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,204.33611539633265500000,204.33611539633264
2025-10-01,2025-12-01,2,Media_Publishing,start,persona_x_initial_plan,18,18,17,1,100.0,94.44,5.56,2.89,842.85129153853141236000,46.82507175214064
2025-10-01,2025-12-01,2,Medical_Professionals,free,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,3.0,265.66805098102622845000,53.13361019620525
2025-10-01,2025-12-01,2,Medical_Professionals,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,51.58714144202624210000,51.587141442026244
2025-10-01,2025-12-01,2,Medical_Professionals,start,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,3.0,302.87871600811570049200,37.85983950101446
2025-10-01,2025-12-01,2,Others,business,persona_x_initial_plan,6,5,5,0,83.33,83.33,0.0,3.0,593.65859926930618745300,98.9430998782177
2025-10-01,2025-12-01,2,Others,free,persona_x_initial_plan,59,57,57,0,96.61,96.61,0.0,3.0,1185.02970384113927658172,20.085249217646428
2025-10-01,2025-12-01,2,Others,plus,persona_x_initial_plan,34,27,27,0,79.41,79.41,0.0,3.0,1136.95838244089293691970,33.43995242473215
2025-10-01,2025-12-01,2,Others,start,persona_x_initial_plan,92,87,87,0,94.57,94.57,0.0,3.0,2276.90177878332627711640,24.748932378079633
2025-10-01,2025-12-01,2,Professeur,free,persona_x_initial_plan,12,11,11,0,91.67,91.67,0.0,3.0,141.27000736863083389500,11.77250061405257
2025-10-01,2025-12-01,2,Professeur,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,61.74488630684932400000,61.744886306849324
2025-10-01,2025-12-01,2,Professeur,start,persona_x_initial_plan,21,20,20,0,95.24,95.24,0.0,3.0,600.36194129307711846830,28.588663871098912
2025-10-01,2025-12-01,2,Repair,free,persona_x_initial_plan,3,2,2,0,66.67,66.67,0.0,3.0,5.27633409208697440090,1.7587780306956582
2025-10-01,2025-12-01,2,Repair,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,33.87111618906512361000,33.87111618906513
2025-10-01,2025-12-01,2,Repair,start,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,3.0,91.20143109062988690000,22.80035777265747
2025-10-01,2025-12-01,2,Restauration,free,persona_x_initial_plan,9,8,8,0,88.89,88.89,0.0,3.0,224.30782306749595004090,24.923091451943993
2025-10-01,2025-12-01,2,Restauration,plus,persona_x_initial_plan,12,12,11,1,100.0,91.67,8.33,2.83,433.07174431580786527110,36.08931202631732
2025-10-01,2025-12-01,2,Restauration,start,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,3.0,159.44242855178980669630,22.77748979311283
2025-10-01,2025-12-01,2,Retail,business,persona_x_initial_plan,1,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-10-01,2025-12-01,2,Retail,free,persona_x_initial_plan,49,46,46,0,93.88,93.88,0.0,3.0,757.01065693346044991690,15.449197080274704
2025-10-01,2025-12-01,2,Retail,plus,persona_x_initial_plan,25,24,24,0,96.0,96.0,0.0,3.0,1486.40861119153683296630,59.45634444766148
2025-10-01,2025-12-01,2,Retail,start,persona_x_initial_plan,82,79,79,0,96.34,96.34,0.0,3.0,3234.52765063322300972620,39.44545915406369
2025-10-01,2025-12-01,2,Wholesale,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,3.0,90.54722885649015638000,90.54722885649015
2025-10-01,2025-12-01,2,Wholesale,free,persona_x_initial_plan,6,5,5,0,83.33,83.33,0.0,3.0,161.03366484265783464600,26.838944140442972
2025-10-01,2025-12-01,2,Wholesale,plus,persona_x_initial_plan,3,3,3,0,100.0,100.0,0.0,3.0,62.24042579693138527350,20.74680859897713
2025-10-01,2025-12-01,2,Wholesale,start,persona_x_initial_plan,13,11,11,0,84.62,84.62,0.0,3.0,861.04663557617564833830,66.23435658278274
2025-10-01,2026-01-01,3,ALL,business,initial_plan,28,22,22,0,78.57,78.57,0.0,4.0,2955.44397628547361216607,105.55157058162406
2025-10-01,2026-01-01,3,ALL,free,initial_plan,409,370,363,7,90.46,88.75,1.71,3.95,10420.34272873422976568454,25.477610583702273
2025-10-01,2026-01-01,3,ALL,plus,initial_plan,211,172,169,3,81.52,80.09,1.42,3.95,14406.68730920389088861906,68.27813890617958
2025-10-01,2026-01-01,3,ALL,start,initial_plan,548,503,498,5,91.79,90.88,0.91,3.97,23424.79321524060059574118,42.74597302051204
2025-10-01,2026-01-01,3,ALL,ALL,overall,1196,1067,1052,15,89.21,87.96,1.25,3.96,51207.26722946419486221085,42.8154408273112
2025-10-01,2026-01-01,3,Automobile_Trade_Repair,ALL,persona,53,46,46,0,86.79,86.79,0.0,4.0,3604.33470111341468168437,68.00631511534745
2025-10-01,2026-01-01,3,BTP,ALL,persona,240,211,210,1,87.92,87.5,0.42,3.99,16992.69309005475803685532,70.80288787522817
2025-10-01,2026-01-01,3,Bankers_Insurance,ALL,persona,15,14,13,1,93.33,86.67,6.67,3.86,568.88197173260198534518,37.925464782173464
2025-10-01,2026-01-01,3,Bikers_Drivers,ALL,persona,100,77,76,1,77.0,76.0,1.0,3.97,2915.05741500054080616577,29.150574150005408
2025-10-01,2026-01-01,3,Cleaning_CallCenters,ALL,persona,6,6,6,0,100.0,100.0,0.0,4.0,82.63702136931494444000,13.772836894885826
2025-10-01,2026-01-01,3,Consultant,ALL,persona,202,187,185,2,92.57,91.58,0.99,3.98,8723.13136769916668190665,43.183818651976075
2025-10-01,2026-01-01,3,Developer_IT,ALL,persona,91,78,75,3,85.71,82.42,3.3,3.88,2738.57288781409156754580,30.09420755839661
2025-10-01,2026-01-01,3,Media_Publishing,ALL,persona,34,34,32,2,100.0,94.12,5.88,3.85,1239.78284501205307592597,36.46420132388391
2025-10-01,2026-01-01,3,Medical_Professionals,ALL,persona,14,14,14,0,100.0,100.0,0.0,4.0,691.31693364109481118700,49.37978097436392
2025-10-01,2026-01-01,3,Others,ALL,persona,191,173,171,2,90.58,89.53,1.05,3.97,6015.77623009009459739109,31.496210628743952
2025-10-01,2026-01-01,3,Professeur,ALL,persona,34,31,31,0,91.18,91.18,0.0,4.0,935.58787809150550831100,27.517290532103104
2025-10-01,2026-01-01,3,Repair,ALL,persona,8,7,7,0,87.5,87.5,0.0,4.0,138.39663261972571631990,17.299579077465715
2025-10-01,2026-01-01,3,Restauration,ALL,persona,28,26,25,1,92.86,89.29,3.57,3.92,969.18038527984655186370,34.61358518856595
2025-10-01,2026-01-01,3,Retail,ALL,persona,157,143,142,1,91.08,90.45,0.64,3.98,4783.34965122050696868440,30.46719523070386
2025-10-01,2026-01-01,3,Wholesale,ALL,persona,23,20,19,1,86.96,82.61,4.35,3.85,808.56821872547892858470,35.15513994458604
2025-10-01,2026-01-01,3,Automobile_Trade_Repair,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,4.0,680.81293938027263734477,136.16258787605452
2025-10-01,2026-01-01,3,Automobile_Trade_Repair,free,persona_x_initial_plan,15,14,14,0,93.33,93.33,0.0,4.0,258.55901637369802417580,17.237267758246535
2025-10-01,2026-01-01,3,Automobile_Trade_Repair,plus,persona_x_initial_plan,11,10,10,0,90.91,90.91,0.0,4.0,1959.00674619013123807200,178.09152238092102
2025-10-01,2026-01-01,3,Automobile_Trade_Repair,start,persona_x_initial_plan,22,17,17,0,77.27,77.27,0.0,4.0,705.95599916931278209180,32.08890905315058
2025-10-01,2026-01-01,3,BTP,business,persona_x_initial_plan,8,6,6,0,75.0,75.0,0.0,4.0,1086.32968743506543175390,135.79121092938317
2025-10-01,2026-01-01,3,BTP,free,persona_x_initial_plan,73,68,67,1,93.15,91.78,1.37,3.96,3610.24959391342182578404,49.455473889224955
2025-10-01,2026-01-01,3,BTP,plus,persona_x_initial_plan,68,55,55,0,80.88,80.88,0.0,4.0,6000.73241254956970455460,88.24606489043485
2025-10-01,2026-01-01,3,BTP,start,persona_x_initial_plan,91,82,82,0,90.11,90.11,0.0,4.0,6295.38139615670107476278,69.18001534238134
2025-10-01,2026-01-01,3,Bankers_Insurance,free,persona_x_initial_plan,8,8,7,1,100.0,87.5,12.5,3.75,158.68271813698628764518,19.835339767123287
2025-10-01,2026-01-01,3,Bankers_Insurance,start,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,4.0,410.19925359561569770000,58.59989337080224
2025-10-01,2026-01-01,3,Bikers_Drivers,business,persona_x_initial_plan,5,4,4,0,80.0,80.0,0.0,4.0,348.62067835890391787060,69.72413567178079
2025-10-01,2026-01-01,3,Bikers_Drivers,free,persona_x_initial_plan,36,28,27,1,77.78,75.0,2.78,3.93,401.09194857479395319500,11.141443015966498
2025-10-01,2026-01-01,3,Bikers_Drivers,plus,persona_x_initial_plan,26,18,18,0,69.23,69.23,0.0,4.0,1068.57606707890136807757,41.099079503034666
2025-10-01,2026-01-01,3,Bikers_Drivers,start,persona_x_initial_plan,33,27,27,0,81.82,81.82,0.0,4.0,1096.76872098794156702260,33.23541578751338
2025-10-01,2026-01-01,3,Cleaning_CallCenters,free,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,4.0,42.53767924164373837000,10.634419810410934
2025-10-01,2026-01-01,3,Cleaning_CallCenters,start,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,4.0,40.09934212767120607000,20.049671063835603
2025-10-01,2026-01-01,3,Consultant,business,persona_x_initial_plan,2,1,1,0,50.0,50.0,0.0,4.0,108.44852315945192760000,54.22426157972596
2025-10-01,2026-01-01,3,Consultant,free,persona_x_initial_plan,80,74,73,1,92.5,91.25,1.25,3.97,2134.68372252492775284285,26.683546531561596
2025-10-01,2026-01-01,3,Consultant,plus,persona_x_initial_plan,15,12,12,0,80.0,80.0,0.0,4.0,936.77443950903929265300,62.45162930060262
2025-10-01,2026-01-01,3,Consultant,start,persona_x_initial_plan,105,100,99,1,95.24,94.29,0.95,3.98,5543.22468250574770881080,52.79261602386426
2025-10-01,2026-01-01,3,Developer_IT,free,persona_x_initial_plan,35,26,25,1,74.29,71.43,2.86,3.88,712.32869271506757207480,20.352248363287643
2025-10-01,2026-01-01,3,Developer_IT,plus,persona_x_initial_plan,13,11,11,0,84.62,84.62,0.0,4.0,480.31533161245160477000,36.947333200957814
2025-10-01,2026-01-01,3,Developer_IT,start,persona_x_initial_plan,43,41,39,2,95.35,90.7,4.65,3.85,1545.92886348657239070100,35.951834034571455
2025-10-01,2026-01-01,3,Media_Publishing,free,persona_x_initial_plan,15,15,14,1,100.0,93.33,6.67,3.8,100.94484989917783594697,6.7296566599451895
2025-10-01,2026-01-01,3,Media_Publishing,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,146.60871914575307800000,146.60871914575307
2025-10-01,2026-01-01,3,Media_Publishing,start,persona_x_initial_plan,18,18,17,1,100.0,94.44,5.56,3.89,992.22927596712216197900,55.12384866484012
2025-10-01,2026-01-01,3,Medical_Professionals,free,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,4.0,274.77412798684930602100,54.95482559736986
2025-10-01,2026-01-01,3,Medical_Professionals,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,58.56828532383553800000,58.56828532383554
2025-10-01,2026-01-01,3,Medical_Professionals,start,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,4.0,357.97452033040996716600,44.74681504130125
2025-10-01,2026-01-01,3,Others,business,persona_x_initial_plan,6,5,5,0,83.33,83.33,0.0,4.0,645.98191394246462899680,107.6636523237441
2025-10-01,2026-01-01,3,Others,free,persona_x_initial_plan,59,57,57,0,96.61,96.61,0.0,4.0,1245.12951136218821554010,21.103890023087935
2025-10-01,2026-01-01,3,Others,plus,persona_x_initial_plan,34,28,26,2,82.35,76.47,5.88,3.79,1491.19716686191326500339,43.85874020182098
2025-10-01,2026-01-01,3,Others,start,persona_x_initial_plan,92,83,83,0,90.22,90.22,0.0,4.0,2633.46763792352848785080,28.624648238299223
2025-10-01,2026-01-01,3,Professeur,free,persona_x_initial_plan,12,11,11,0,91.67,91.67,0.0,4.0,152.80373728602718426100,12.733644773835598
2025-10-01,2026-01-01,3,Professeur,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,155.50323433643837000000,155.50323433643837
2025-10-01,2026-01-01,3,Professeur,start,persona_x_initial_plan,21,19,19,0,90.48,90.48,0.0,4.0,627.28090646903995405000,29.870519355668566
2025-10-01,2026-01-01,3,Repair,free,persona_x_initial_plan,3,2,2,0,66.67,66.67,0.0,4.0,0.29608169917808196990,0.09869389972602732
2025-10-01,2026-01-01,3,Repair,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,23.41579457150678631000,23.415794571506787
2025-10-01,2026-01-01,3,Repair,start,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,4.0,114.68475634904084804000,28.671189087260213
2025-10-01,2026-01-01,3,Restauration,free,persona_x_initial_plan,9,8,8,0,88.89,88.89,0.0,4.0,233.85346134849217529740,25.983717927610243
2025-10-01,2026-01-01,3,Restauration,plus,persona_x_initial_plan,12,11,10,1,91.67,83.33,8.33,3.82,546.30375458176582481030,45.52531288181382
2025-10-01,2026-01-01,3,Restauration,start,persona_x_initial_plan,7,7,7,0,100.0,100.0,0.0,4.0,189.02316934958855175600,27.00330990708408
2025-10-01,2026-01-01,3,Retail,business,persona_x_initial_plan,1,0,0,0,0.0,0.0,0.0,,0.00000000000000000000,0.0
2025-10-01,2026-01-01,3,Retail,free,persona_x_initial_plan,49,45,44,1,91.84,89.8,2.04,3.93,894.98602216273671693510,18.265020860464016
2025-10-01,2026-01-01,3,Retail,plus,persona_x_initial_plan,25,21,21,0,84.0,84.0,0.0,4.0,1456.50085824094110357170,58.26003432963765
2025-10-01,2026-01-01,3,Retail,start,persona_x_initial_plan,82,77,77,0,93.9,93.9,0.0,4.0,2431.86277081682914817760,29.65686305874182
2025-10-01,2026-01-01,3,Wholesale,business,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,4.0,85.25023400931506860000,85.25023400931507
2025-10-01,2026-01-01,3,Wholesale,free,persona_x_initial_plan,6,5,5,0,83.33,83.33,0.0,4.0,199.42156550904109562540,33.23692758484018
2025-10-01,2026-01-01,3,Wholesale,plus,persona_x_initial_plan,3,2,2,0,66.67,66.67,0.0,4.0,83.18449920164371479650,27.728166400547906
2025-10-01,2026-01-01,3,Wholesale,start,persona_x_initial_plan,13,12,11,1,92.31,84.62,7.69,3.75,440.71192000547904956280,33.900916923498386
2025-10-01,2026-02-01,4,ALL,business,initial_plan,28,19,19,0,67.86,67.86,0.0,5.0,3449.12539205478723504160,123.18304971624241
2025-10-01,2026-02-01,4,ALL,free,initial_plan,409,362,353,9,88.51,86.31,2.2,4.93,11149.68908111187652704982,27.260853499051045
2025-10-01,2026-02-01,4,ALL,plus,initial_plan,211,165,164,1,78.2,77.73,0.47,4.98,16181.04328645759416646392,76.68740894055732
2025-10-01,2026-02-01,4,ALL,start,initial_plan,548,493,488,5,89.96,89.05,0.91,4.97,23785.43109551707319820399,43.40407134218444
2025-10-01,2026-02-01,4,ALL,ALL,overall,1196,1039,1024,15,86.87,85.62,1.25,4.96,54565.28885514133112675933,45.62315121667336
2025-10-01,2026-02-01,4,Automobile_Trade_Repair,ALL,persona,53,45,45,0,84.91,84.91,0.0,5.0,2895.15341265533705087410,54.625536087836544
2025-10-01,2026-02-01,4,BTP,ALL,persona,240,205,204,1,85.42,85.0,0.42,4.99,16570.83806272983091166520,69.04515859470763
2025-10-01,2026-02-01,4,Bankers_Insurance,ALL,persona,15,14,13,1,93.33,86.67,6.67,4.86,361.67797863178050070332,24.1118652421187
2025-10-01,2026-02-01,4,Bikers_Drivers,ALL,persona,100,73,71,2,73.0,71.0,2.0,4.92,2864.02128665424148740336,28.640212866542416
2025-10-01,2026-02-01,4,Cleaning_CallCenters,ALL,persona,6,6,6,0,100.0,100.0,0.0,5.0,59.12048733753422458000,9.853414556255704
2025-10-01,2026-02-01,4,Consultant,ALL,persona,202,185,183,2,91.58,90.59,0.99,4.98,10127.19857857653791550771,50.13464642859672
2025-10-01,2026-02-01,4,Developer_IT,ALL,persona,91,75,72,3,82.42,79.12,3.3,4.87,2903.12457923217520050787,31.902467903650276
2025-10-01,2026-02-01,4,Media_Publishing,ALL,persona,34,32,31,1,94.12,91.18,2.94,4.91,1501.02507620054558946818,44.14779635883957
2025-10-01,2026-02-01,4,Medical_Professionals,ALL,persona,14,14,14,0,100.0,100.0,0.0,5.0,778.32236293260186387800,55.59445449518585
2025-10-01,2026-02-01,4,Others,ALL,persona,191,171,168,3,89.53,87.96,1.57,4.94,6974.22619515341106584966,36.514273273054506
2025-10-01,2026-02-01,4,Professeur,ALL,persona,34,30,30,0,88.24,88.24,0.0,5.0,1241.51332263287525650600,36.515097724496336
2025-10-01,2026-02-01,4,Repair,ALL,persona,8,7,7,0,87.5,87.5,0.0,5.0,109.88277946082175529620,13.735347432602719
2025-10-01,2026-02-01,4,Restauration,ALL,persona,28,25,25,0,89.29,89.29,0.0,5.0,1120.33931971107932170287,40.01211856110997
2025-10-01,2026-02-01,4,Retail,ALL,persona,157,138,137,1,87.9,87.26,0.64,4.98,6260.63173195968320578876,39.876635235411996
2025-10-01,2026-02-01,4,Wholesale,ALL,persona,23,19,18,1,82.61,78.26,4.35,4.84,798.21368127287577702810,34.70494266403808
2025-10-01,2026-02-01,4,Automobile_Trade_Repair,business,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,5.0,373.77224229808202821160,74.7544484596164
2025-10-01,2026-02-01,4,Automobile_Trade_Repair,free,persona_x_initial_plan,15,13,13,0,86.67,86.67,0.0,5.0,178.49448505862985858060,11.899632337241991
2025-10-01,2026-02-01,4,Automobile_Trade_Repair,plus,persona_x_initial_plan,11,10,10,0,90.91,90.91,0.0,5.0,1893.39112491287256665900,172.12646590117023
2025-10-01,2026-02-01,4,Automobile_Trade_Repair,start,persona_x_initial_plan,22,17,17,0,77.27,77.27,0.0,5.0,449.49556038575259742290,20.43161638117057
2025-10-01,2026-02-01,4,BTP,business,persona_x_initial_plan,8,5,5,0,62.5,62.5,0.0,5.0,1869.31791610136462910000,233.66473951267056
2025-10-01,2026-02-01,4,BTP,free,persona_x_initial_plan,73,68,67,1,93.15,91.78,1.37,4.96,3474.24790756931281781711,47.59243708999058
2025-10-01,2026-02-01,4,BTP,plus,persona_x_initial_plan,68,52,52,0,76.47,76.47,0.0,5.0,5768.72484270628706970150,84.83418886332775
2025-10-01,2026-02-01,4,BTP,start,persona_x_initial_plan,91,80,80,0,87.91,87.91,0.0,5.0,5458.54739635286639504659,59.984037322558976
2025-10-01,2026-02-01,4,Bankers_Insurance,free,persona_x_initial_plan,8,8,7,1,100.0,87.5,12.5,4.75,138.93761554027397002632,17.367201942534248
2025-10-01,2026-02-01,4,Bankers_Insurance,start,persona_x_initial_plan,7,6,6,0,85.71,85.71,0.0,5.0,222.74036309150653067700,31.82005187021522
2025-10-01,2026-02-01,4,Bikers_Drivers,business,persona_x_initial_plan,5,3,3,0,60.0,60.0,0.0,5.0,254.57832945589019347000,50.91566589117804
2025-10-01,2026-02-01,4,Bikers_Drivers,free,persona_x_initial_plan,36,27,25,2,75.0,69.44,5.56,4.78,785.97344605808067011540,21.832595723835574
2025-10-01,2026-02-01,4,Bikers_Drivers,plus,persona_x_initial_plan,26,17,17,0,65.38,65.38,0.0,5.0,949.74397193534080069490,36.528614305205416
2025-10-01,2026-02-01,4,Bikers_Drivers,start,persona_x_initial_plan,33,26,26,0,78.79,78.79,0.0,5.0,873.72553920492982312306,26.47653149105848
2025-10-01,2026-02-01,4,Cleaning_CallCenters,free,persona_x_initial_plan,4,4,4,0,100.0,100.0,0.0,5.0,31.64985615342464478000,7.912464038356161
2025-10-01,2026-02-01,4,Cleaning_CallCenters,start,persona_x_initial_plan,2,2,2,0,100.0,100.0,0.0,5.0,27.47063118410957980000,13.73531559205479
2025-10-01,2026-02-01,4,Consultant,business,persona_x_initial_plan,2,1,1,0,50.0,50.0,0.0,5.0,262.55683483123222300000,131.2784174156161
2025-10-01,2026-02-01,4,Consultant,free,persona_x_initial_plan,80,72,71,1,90.0,88.75,1.25,4.97,2535.44735919681922911431,31.693091989960244
2025-10-01,2026-02-01,4,Consultant,plus,persona_x_initial_plan,15,12,12,0,80.0,80.0,0.0,5.0,1294.85437035013446038800,86.32362469000897
2025-10-01,2026-02-01,4,Consultant,start,persona_x_initial_plan,105,100,99,1,95.24,94.29,0.95,4.98,6034.34001419835200300540,57.469904897127165
2025-10-01,2026-02-01,4,Developer_IT,free,persona_x_initial_plan,35,25,24,1,71.43,68.57,2.86,4.84,730.19480994465684363050,20.862708855561625
2025-10-01,2026-02-01,4,Developer_IT,plus,persona_x_initial_plan,13,11,11,0,84.62,84.62,0.0,5.0,750.42256715053339190000,57.72481285773334
2025-10-01,2026-02-01,4,Developer_IT,start,persona_x_initial_plan,43,39,37,2,90.7,86.05,4.65,4.85,1422.50720213698496497737,33.081562840395
2025-10-01,2026-02-01,4,Media_Publishing,free,persona_x_initial_plan,15,14,13,1,93.33,86.67,6.67,4.79,123.17153249260252760418,8.211435499506836
2025-10-01,2026-02-01,4,Media_Publishing,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,5.0,257.04290696164312400000,257.0429069616431
2025-10-01,2026-02-01,4,Media_Publishing,start,persona_x_initial_plan,18,17,17,0,94.44,94.44,0.0,5.0,1120.81063674629993786400,62.26725759701666
2025-10-01,2026-02-01,4,Medical_Professionals,free,persona_x_initial_plan,5,5,5,0,100.0,100.0,0.0,5.0,339.34514153698616408000,67.86902830739723
2025-10-01,2026-02-01,4,Medical_Professionals,plus,persona_x_initial_plan,1,1,1,0,100.0,100.0,0.0,5.0,112.86434729260253100000,112.86434729260253
2025-10-01,2026-02-01,4,Medical_Professionals,start,persona_x_initial_plan,8,8,8,0,100.0,100.0,0.0,5.0,326.11287410301316879800,40.764109262876644
2025-10-01,2026-02-01,4,Others,business,persona_x_initial_plan,6,4,4,0,66.67,66.67,0.0,5.0,605.85941892109487276000,100.97656982018248
2025-10-01,2026-02-01,4,Others,free,persona_x_initial_plan,59,57,56,1,96.61,94.92,1.69,4.93,1412.73378035835320583780,23.944640345056833
2025-10-01,2026-02-01,4,Others,plus,persona_x_initial_plan,34,27,26,1,79.41,76.47,2.94,4.89,1622.58683875944886613826,47.72314231645438
