revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,segment_company_share_pct,revenue_type,last_observed_revenue
Active,Repair,plus,persona_x_initial_plan,11,91.67,Banking fees,0.00000000000000000000
Active,Repair,plus,persona_x_initial_plan,11,91.67,Deposit interest,85.75379022246574351810
Active,Repair,plus,persona_x_initial_plan,11,91.67,Interchange,138.80590199999925829000
Active,Repair,plus,persona_x_initial_plan,11,91.67,Subscription,201.00000000000000000000
Active,Repair,plus,persona_x_initial_plan,11,91.67,Total revenue,425.55969222246500180810
At-risk,Repair,plus,persona_x_initial_plan,1,8.33,Banking fees,0.00000000000000000000
At-risk,Repair,plus,persona_x_initial_plan,1,8.33,Deposit interest,0.09153534246575344100
At-risk,Repair,plus,persona_x_initial_plan,1,8.33,Interchange,0.00000000000000000000
At-risk,Repair,plus,persona_x_initial_plan,1,8.33,Subscription,25.00000000000000000000
At-risk,Repair,plus,persona_x_initial_plan,1,8.33,Total revenue,25.09153534246575344100
Active,Repair,start,persona_x_initial_plan,41,93.18,Banking fees,27.14000000000000000000
Active,Repair,start,persona_x_initial_plan,41,93.18,Deposit interest,206.11971755726028333980
Active,Repair,start,persona_x_initial_plan,41,93.18,Interchange,332.00123399999821906000
Active,Repair,start,persona_x_initial_plan,41,93.18,Subscription,352.82426075200000000000
Active,Repair,start,persona_x_initial_plan,41,93.18,Total revenue,918.08521230925850239980
At-risk,Repair,start,persona_x_initial_plan,1,2.27,Banking fees,0.00000000000000000000
At-risk,Repair,start,persona_x_initial_plan,1,2.27,Deposit interest,0.05441800328767124700
At-risk,Repair,start,persona_x_initial_plan,1,2.27,Interchange,0.00000000000000000000
At-risk,Repair,start,persona_x_initial_plan,1,2.27,Subscription,11.00000000000000000000
At-risk,Repair,start,persona_x_initial_plan,1,2.27,Total revenue,11.05441800328767124700
Churned proxy,Repair,start,persona_x_initial_plan,2,4.55,Banking fees,0.00000000000000000000
Churned proxy,Repair,start,persona_x_initial_plan,2,4.55,Deposit interest,1.61790161753424668640
Churned proxy,Repair,start,persona_x_initial_plan,2,4.55,Interchange,12.73915799999993100000
Churned proxy,Repair,start,persona_x_initial_plan,2,4.55,Subscription,11.00000000000000000000
Churned proxy,Repair,start,persona_x_initial_plan,2,4.55,Total revenue,25.35705961753417768640
Active,Repair_Installation,business,persona_x_initial_plan,1,100.0,Banking fees,0.00000000000000000000
Active,Repair_Installation,business,persona_x_initial_plan,1,100.0,Deposit interest,0.28617468493150683000
Active,Repair_Installation,business,persona_x_initial_plan,1,100.0,Interchange,0.00000000000000000000
Active,Repair_Installation,business,persona_x_initial_plan,1,100.0,Subscription,80.00000000000000000000
Active,Repair_Installation,business,persona_x_initial_plan,1,100.0,Total revenue,80.28617468493150683000
Active,Repair_Installation,free,persona_x_initial_plan,12,100.0,Banking fees,16.80000000000000000000
Active,Repair_Installation,free,persona_x_initial_plan,12,100.0,Deposit interest,76.99869647123288168800
Active,Repair_Installation,free,persona_x_initial_plan,12,100.0,Interchange,149.63252399999916813000
Active,Repair_Installation,free,persona_x_initial_plan,12,100.0,Subscription,11.00000000000000000000
Active,Repair_Installation,free,persona_x_initial_plan,12,100.0,Total revenue,254.43122047123204981800
Active,Repair_Installation,plus,persona_x_initial_plan,6,100.0,Banking fees,0.00000000000000000000
Active,Repair_Installation,plus,persona_x_initial_plan,6,100.0,Deposit interest,76.76060220219177730000
Active,Repair_Installation,plus,persona_x_initial_plan,6,100.0,Interchange,575.51970599999678690000
Active,Repair_Installation,plus,persona_x_initial_plan,6,100.0,Subscription,115.00000000000000000000
Active,Repair_Installation,plus,persona_x_initial_plan,6,100.0,Total revenue,767.28030820218856420000
Active,Repair_Installation,start,persona_x_initial_plan,18,94.74,Banking fees,0.00000000000000000000
Active,Repair_Installation,start,persona_x_initial_plan,18,94.74,Deposit interest,346.04484881808220930400
Active,Repair_Installation,start,persona_x_initial_plan,18,94.74,Interchange,331.44028199999821593000
Active,Repair_Installation,start,persona_x_initial_plan,18,94.74,Subscription,188.64645161300000000000
Active,Repair_Installation,start,persona_x_initial_plan,18,94.74,Total revenue,866.13158243108042523400
At-risk,Repair_Installation,start,persona_x_initial_plan,1,5.26,Banking fees,0.00000000000000000000
At-risk,Repair_Installation,start,persona_x_initial_plan,1,5.26,Deposit interest,0.01212328767123287800
At-risk,Repair_Installation,start,persona_x_initial_plan,1,5.26,Interchange,0.00000000000000000000
At-risk,Repair_Installation,start,persona_x_initial_plan,1,5.26,Subscription,11.00000000000000000000
At-risk,Repair_Installation,start,persona_x_initial_plan,1,5.26,Total revenue,11.01212328767123287800
Active,Restauration,business,persona_x_initial_plan,2,66.67,Banking fees,0.00000000000000000000
Active,Restauration,business,persona_x_initial_plan,2,66.67,Deposit interest,0.51383941479452058000
Active,Restauration,business,persona_x_initial_plan,2,66.67,Interchange,48.98906999999974190000
Active,Restauration,business,persona_x_initial_plan,2,66.67,Subscription,160.00000000000000000000
Active,Restauration,business,persona_x_initial_plan,2,66.67,Total revenue,209.50290941479426248000
Churned proxy,Restauration,business,persona_x_initial_plan,1,33.33,Banking fees,0.00000000000000000000
Churned proxy,Restauration,business,persona_x_initial_plan,1,33.33,Deposit interest,1.90205549589041120000
Churned proxy,Restauration,business,persona_x_initial_plan,1,33.33,Interchange,132.35307777005255000000
Churned proxy,Restauration,business,persona_x_initial_plan,1,33.33,Subscription,0.00000000000000000000
Churned proxy,Restauration,business,persona_x_initial_plan,1,33.33,Total revenue,134.25513326594296120000
Active,Restauration,free,persona_x_initial_plan,140,89.17,Banking fees,1075.60000000000000000000
Active,Restauration,free,persona_x_initial_plan,140,89.17,Deposit interest,547.93303154739725336464
Active,Restauration,free,persona_x_initial_plan,140,89.17,Interchange,1596.36518999999128030500
Active,Restauration,free,persona_x_initial_plan,140,89.17,Subscription,170.72677419400000000000
Active,Restauration,free,persona_x_initial_plan,140,89.17,Total revenue,3390.62499574138853366964
At-risk,Restauration,free,persona_x_initial_plan,9,5.73,Banking fees,36.51999999999999600000
At-risk,Restauration,free,persona_x_initial_plan,9,5.73,Deposit interest,0.90376215178082189180
At-risk,Restauration,free,persona_x_initial_plan,9,5.73,Interchange,0.99044999999999506000
At-risk,Restauration,free,persona_x_initial_plan,9,5.73,Subscription,0.00000000000000000000
At-risk,Restauration,free,persona_x_initial_plan,9,5.73,Total revenue,38.41421215178081295180
Churned proxy,Restauration,free,persona_x_initial_plan,8,5.1,Banking fees,8.00000000000000000000
Churned proxy,Restauration,free,persona_x_initial_plan,8,5.1,Deposit interest,3.78381032602739758420
Churned proxy,Restauration,free,persona_x_initial_plan,8,5.1,Interchange,5.59021423166930920000
Churned proxy,Restauration,free,persona_x_initial_plan,8,5.1,Subscription,0.00000000000000000000
Churned proxy,Restauration,free,persona_x_initial_plan,8,5.1,Total revenue,17.37402455769670678420
Active,Restauration,plus,persona_x_initial_plan,72,93.51,Banking fees,1092.00000000000000000000
Active,Restauration,plus,persona_x_initial_plan,72,93.51,Deposit interest,754.64297261205484586165
Active,Restauration,plus,persona_x_initial_plan,72,93.51,Interchange,5814.35402759996922294700
Active,Restauration,plus,persona_x_initial_plan,72,93.51,Subscription,1606.63118279500000000000
Active,Restauration,plus,persona_x_initial_plan,72,93.51,Total revenue,9267.62818300702406880865
At-risk,Restauration,plus,persona_x_initial_plan,3,3.9,Banking fees,0.00000000000000000000
At-risk,Restauration,plus,persona_x_initial_plan,3,3.9,Deposit interest,1.07155349643835621600
At-risk,Restauration,plus,persona_x_initial_plan,3,3.9,Interchange,31.28641199999984600000
At-risk,Restauration,plus,persona_x_initial_plan,3,3.9,Subscription,75.00000000000000000000
At-risk,Restauration,plus,persona_x_initial_plan,3,3.9,Total revenue,107.35796549643820221600
Churned proxy,Restauration,plus,persona_x_initial_plan,2,2.6,Banking fees,0.00000000000000000000
Churned proxy,Restauration,plus,persona_x_initial_plan,2,2.6,Deposit interest,3.56484829479452042065
Churned proxy,Restauration,plus,persona_x_initial_plan,2,2.6,Interchange,449.90279999999768000000
Churned proxy,Restauration,plus,persona_x_initial_plan,2,2.6,Subscription,0.00000000000000000000
Churned proxy,Restauration,plus,persona_x_initial_plan,2,2.6,Total revenue,453.46764829479220042065
Active,Restauration,start,persona_x_initial_plan,217,93.53,Banking fees,1199.58000000000000000000
Active,Restauration,start,persona_x_initial_plan,217,93.53,Deposit interest,1285.62339707835630274062
Active,Restauration,start,persona_x_initial_plan,217,93.53,Interchange,4980.09355919997288246900
Active,Restauration,start,persona_x_initial_plan,217,93.53,Subscription,2097.13814516100000100000
Active,Restauration,start,persona_x_initial_plan,217,93.53,Total revenue,9562.43510143932918620962
At-risk,Restauration,start,persona_x_initial_plan,9,3.88,Banking fees,-4.00000000000000000000
At-risk,Restauration,start,persona_x_initial_plan,9,3.88,Deposit interest,2.02316943013698647523
At-risk,Restauration,start,persona_x_initial_plan,9,3.88,Interchange,0.87209999999999660000
At-risk,Restauration,start,persona_x_initial_plan,9,3.88,Subscription,75.00000000000000000000
At-risk,Restauration,start,persona_x_initial_plan,9,3.88,Total revenue,73.89526943013698307523
Churned proxy,Restauration,start,persona_x_initial_plan,6,2.59,Banking fees,4.00000000000000000000
Churned proxy,Restauration,start,persona_x_initial_plan,6,2.59,Deposit interest,5.13057572821918011240
Churned proxy,Restauration,start,persona_x_initial_plan,6,2.59,Interchange,64.50281150368112150000
Churned proxy,Restauration,start,persona_x_initial_plan,6,2.59,Subscription,31.00000000000000000000
Churned proxy,Restauration,start,persona_x_initial_plan,6,2.59,Total revenue,104.63338723190030161240
Active,Retail,business,persona_x_initial_plan,22,68.75,Banking fees,35.00000000000000000000
Active,Retail,business,persona_x_initial_plan,22,68.75,Deposit interest,99.21302384273974725070
Active,Retail,business,persona_x_initial_plan,22,68.75,Interchange,1250.27239859999329373000
Active,Retail,business,persona_x_initial_plan,22,68.75,Subscription,1280.00000000000000000000
Active,Retail,business,persona_x_initial_plan,22,68.75,Total revenue,2664.48542244273304098070
At-risk,Retail,business,persona_x_initial_plan,7,21.88,Banking fees,0.00000000000000000000
At-risk,Retail,business,persona_x_initial_plan,7,21.88,Deposit interest,6.73889994904109456230
At-risk,Retail,business,persona_x_initial_plan,7,21.88,Interchange,721.05121799999715479000
At-risk,Retail,business,persona_x_initial_plan,7,21.88,Subscription,80.00000000000000000000
At-risk,Retail,business,persona_x_initial_plan,7,21.88,Total revenue,807.79011794903824935230
Churned proxy,Retail,business,persona_x_initial_plan,3,9.38,Banking fees,0.00000000000000000000
Churned proxy,Retail,business,persona_x_initial_plan,3,9.38,Deposit interest,17.18419387506851209000
Churned proxy,Retail,business,persona_x_initial_plan,3,9.38,Interchange,230.28514011160750000000
Churned proxy,Retail,business,persona_x_initial_plan,3,9.38,Subscription,80.00000000000000000000
Churned proxy,Retail,business,persona_x_initial_plan,3,9.38,Total revenue,327.46933398667601209000
Active,Retail,free,persona_x_initial_plan,899,91.55,Banking fees,2083.56000000000000260000
Active,Retail,free,persona_x_initial_plan,899,91.55,Deposit interest,3349.68928133589040410555
Active,Retail,free,persona_x_initial_plan,899,91.55,Interchange,7191.34352279996107946544
Active,Retail,free,persona_x_initial_plan,899,91.55,Subscription,520.29999999999999900000
Active,Retail,free,persona_x_initial_plan,899,91.55,Total revenue,13144.89280413585148517099
At-risk,Retail,free,persona_x_initial_plan,54,5.5,Banking fees,240.25999999999999940000
At-risk,Retail,free,persona_x_initial_plan,54,5.5,Deposit interest,40.19807369095890969491
At-risk,Retail,free,persona_x_initial_plan,54,5.5,Interchange,239.69321999999896589100
At-risk,Retail,free,persona_x_initial_plan,54,5.5,Subscription,0.00000000000000000000
At-risk,Retail,free,persona_x_initial_plan,54,5.5,Total revenue,520.15129369095787498591
Churned proxy,Retail,free,persona_x_initial_plan,29,2.95,Banking fees,13.60000000000000000000
Churned proxy,Retail,free,persona_x_initial_plan,29,2.95,Deposit interest,58.86763668931509397069
Churned proxy,Retail,free,persona_x_initial_plan,29,2.95,Interchange,200.31468457190242373000
Churned proxy,Retail,free,persona_x_initial_plan,29,2.95,Subscription,0.00000000000000000000
Churned proxy,Retail,free,persona_x_initial_plan,29,2.95,Total revenue,272.78232126121751770069
Active,Retail,plus,persona_x_initial_plan,245,85.96,Banking fees,1251.88000000000000000000
Active,Retail,plus,persona_x_initial_plan,245,85.96,Deposit interest,3457.01497657315079902655
Active,Retail,plus,persona_x_initial_plan,245,85.96,Interchange,11483.06797079993666101900
Active,Retail,plus,persona_x_initial_plan,245,85.96,Subscription,4961.04276881500000000000
Active,Retail,plus,persona_x_initial_plan,245,85.96,Total revenue,21153.00571618808746004555
At-risk,Retail,plus,persona_x_initial_plan,19,6.67,Banking fees,4.10000000000000000000
At-risk,Retail,plus,persona_x_initial_plan,19,6.67,Deposit interest,10.89500776000000099834
At-risk,Retail,plus,persona_x_initial_plan,19,6.67,Interchange,786.71198699999681500000
At-risk,Retail,plus,persona_x_initial_plan,19,6.67,Subscription,300.00000000000000000000
At-risk,Retail,plus,persona_x_initial_plan,19,6.67,Total revenue,1101.70699475999681599834
Churned proxy,Retail,plus,persona_x_initial_plan,21,7.37,Banking fees,0.00000000000000000000
Churned proxy,Retail,plus,persona_x_initial_plan,21,7.37,Deposit interest,49.11295736547945769964
Churned proxy,Retail,plus,persona_x_initial_plan,21,7.37,Interchange,566.96239396910316954300
Churned proxy,Retail,plus,persona_x_initial_plan,21,7.37,Subscription,275.00000000000000000000
Churned proxy,Retail,plus,persona_x_initial_plan,21,7.37,Total revenue,891.07535133458262724264
Active,Retail,start,persona_x_initial_plan,999,91.07,Banking fees,4121.14000000000000000000
Active,Retail,start,persona_x_initial_plan,999,91.07,Deposit interest,9764.84468232383538539533
Active,Retail,start,persona_x_initial_plan,999,91.07,Interchange,14348.73039119992225981100
Active,Retail,start,persona_x_initial_plan,999,91.07,Subscription,9686.93903225646875200000
Active,Retail,start,persona_x_initial_plan,999,91.07,Total revenue,37921.65410578022639720633
At-risk,Retail,start,persona_x_initial_plan,53,4.83,Banking fees,36.34000000000000000000
At-risk,Retail,start,persona_x_initial_plan,53,4.83,Deposit interest,87.48107302465756519366
At-risk,Retail,start,persona_x_initial_plan,53,4.83,Interchange,248.85871019999886894200
At-risk,Retail,start,persona_x_initial_plan,53,4.83,Subscription,407.31250000000000000000
At-risk,Retail,start,persona_x_initial_plan,53,4.83,Total revenue,779.99228322465643413566
Churned proxy,Retail,start,persona_x_initial_plan,45,4.1,Banking fees,0.00000000000000000000
Churned proxy,Retail,start,persona_x_initial_plan,45,4.1,Deposit interest,214.70104706301380306335
Churned proxy,Retail,start,persona_x_initial_plan,45,4.1,Interchange,205.03132459223117402000
Churned proxy,Retail,start,persona_x_initial_plan,45,4.1,Subscription,315.00000000000000000000
Churned proxy,Retail,start,persona_x_initial_plan,45,4.1,Total revenue,734.73237165524497708335
Active,Wholesale,business,persona_x_initial_plan,17,89.47,Banking fees,0.08000000000000000000
Active,Wholesale,business,persona_x_initial_plan,17,89.47,Deposit interest,140.22446936602738928600
Active,Wholesale,business,persona_x_initial_plan,17,89.47,Interchange,944.41734359999531241200
Active,Wholesale,business,persona_x_initial_plan,17,89.47,Subscription,1040.00000000000000000000
Active,Wholesale,business,persona_x_initial_plan,17,89.47,Total revenue,2124.72181296602270169800
At-risk,Wholesale,business,persona_x_initial_plan,2,10.53,Banking fees,0.00000000000000000000
At-risk,Wholesale,business,persona_x_initial_plan,2,10.53,Deposit interest,0.65399210958904119300
At-risk,Wholesale,business,persona_x_initial_plan,2,10.53,Interchange,39.05013599999984600000
At-risk,Wholesale,business,persona_x_initial_plan,2,10.53,Subscription,160.00000000000000000000
At-risk,Wholesale,business,persona_x_initial_plan,2,10.53,Total revenue,199.70412810958888719300
Active,Wholesale,free,persona_x_initial_plan,121,90.98,Banking fees,1180.24000000000000000000
Active,Wholesale,free,persona_x_initial_plan,121,90.98,Deposit interest,1324.10239529972611754440
Active,Wholesale,free,persona_x_initial_plan,121,90.98,Interchange,1324.95292079999279908000
Active,Wholesale,free,persona_x_initial_plan,121,90.98,Subscription,116.80000000000000000000
Active,Wholesale,free,persona_x_initial_plan,121,90.98,Total revenue,3946.09531609971891662440
At-risk,Wholesale,free,persona_x_initial_plan,8,6.02,Banking fees,22.40000000000000000000
At-risk,Wholesale,free,persona_x_initial_plan,8,6.02,Deposit interest,78.47712504712330081650
At-risk,Wholesale,free,persona_x_initial_plan,8,6.02,Interchange,41.38084799999979960000
At-risk,Wholesale,free,persona_x_initial_plan,8,6.02,Subscription,0.00000000000000000000
At-risk,Wholesale,free,persona_x_initial_plan,8,6.02,Total revenue,142.25797304712310041650
Churned proxy,Wholesale,free,persona_x_initial_plan,4,3.01,Banking fees,0.00000000000000000000
Churned proxy,Wholesale,free,persona_x_initial_plan,4,3.01,Deposit interest,2.27214422356164379130
Churned proxy,Wholesale,free,persona_x_initial_plan,4,3.01,Interchange,0.00000000000000000000
Churned proxy,Wholesale,free,persona_x_initial_plan,4,3.01,Subscription,0.00000000000000000000
Churned proxy,Wholesale,free,persona_x_initial_plan,4,3.01,Total revenue,2.27214422356164379130
Active,Wholesale,plus,persona_x_initial_plan,85,93.41,Banking fees,257.08000000000000000000
Active,Wholesale,plus,persona_x_initial_plan,85,93.41,Deposit interest,1050.87651479780821236249
Active,Wholesale,plus,persona_x_initial_plan,85,93.41,Interchange,4098.44499299997771553400
Active,Wholesale,plus,persona_x_initial_plan,85,93.41,Subscription,1866.40860215000000000000
Active,Wholesale,plus,persona_x_initial_plan,85,93.41,Total revenue,7272.81010994778592789649
At-risk,Wholesale,plus,persona_x_initial_plan,1,1.1,Banking fees,0.00000000000000000000
At-risk,Wholesale,plus,persona_x_initial_plan,1,1.1,Deposit interest,1.71104895342465780000
At-risk,Wholesale,plus,persona_x_initial_plan,1,1.1,Interchange,138.43616399999945000000
At-risk,Wholesale,plus,persona_x_initial_plan,1,1.1,Subscription,0.00000000000000000000
At-risk,Wholesale,plus,persona_x_initial_plan,1,1.1,Total revenue,140.14721295342410780000
Churned proxy,Wholesale,plus,persona_x_initial_plan,5,5.49,Banking fees,0.00000000000000000000
Churned proxy,Wholesale,plus,persona_x_initial_plan,5,5.49,Deposit interest,0.07799072438356169283
Churned proxy,Wholesale,plus,persona_x_initial_plan,5,5.49,Interchange,0.33121799999999824500
Churned proxy,Wholesale,plus,persona_x_initial_plan,5,5.49,Subscription,75.00000000000000000000
Churned proxy,Wholesale,plus,persona_x_initial_plan,5,5.49,Total revenue,75.40920872438355993783
Active,Wholesale,start,persona_x_initial_plan,177,93.65,Banking fees,261.08000000000000000000
Active,Wholesale,start,persona_x_initial_plan,177,93.65,Deposit interest,1883.31088091013700556839
Active,Wholesale,start,persona_x_initial_plan,177,93.65,Interchange,2529.02134079998629296800
Active,Wholesale,start,persona_x_initial_plan,177,93.65,Subscription,1788.32838709700000000000
Active,Wholesale,start,persona_x_initial_plan,177,93.65,Total revenue,6461.74060880712329853639
At-risk,Wholesale,start,persona_x_initial_plan,8,4.23,Banking fees,0.00000000000000000000
At-risk,Wholesale,start,persona_x_initial_plan,8,4.23,Deposit interest,44.41803514301370380500
At-risk,Wholesale,start,persona_x_initial_plan,8,4.23,Interchange,0.19709999999999922000
At-risk,Wholesale,start,persona_x_initial_plan,8,4.23,Subscription,49.90625000000000000000
At-risk,Wholesale,start,persona_x_initial_plan,8,4.23,Total revenue,94.52138514301370302500
Churned proxy,Wholesale,start,persona_x_initial_plan,4,2.12,Banking fees,9.60000000000000000000
Churned proxy,Wholesale,start,persona_x_initial_plan,4,2.12,Deposit interest,3.53868997479452075390
Churned proxy,Wholesale,start,persona_x_initial_plan,4,2.12,Interchange,18.23846399999990489000
Churned proxy,Wholesale,start,persona_x_initial_plan,4,2.12,Subscription,33.00000000000000000000
Churned proxy,Wholesale,start,persona_x_initial_plan,4,2.12,Total revenue,64.37715397479442564390
