activation_month,observation_month,months_since_activation,segment_level,persona,initial_subscription_group,activated_cohort_size,active_companies,at_risk_companies,churned_proxy_companies,never_monetized_companies,active_share_pct,at_risk_share_pct,churned_proxy_share_pct,never_monetized_share_pct,subscription_revenue,interchange_revenue,banking_fees,deposit_interest_revenue,total_revenue,revenue_per_original_activated_company
2025-10-01,2026-03-01,5,persona_x_initial_plan,Bikers_Drivers,start,33,24,3,6,0,72.73,9.09,18.18,0.0,243.00000000000000000000,380.17376999999820750000,79.52000000000000000000,75.34006710958904874373,778.03383710958725624373,23.576782942714765
2025-10-01,2026-03-01,5,persona_x_initial_plan,Cleaning_CallCenters,free,4,4,0,0,0,100.0,0.0,0.0,0.0,0.00000000000000000000,14.43596399999992910000,4.16000000000000000000,12.97918105534246392000,31.57514505534239302000,7.893786263835598
2025-10-01,2026-03-01,5,persona_x_initial_plan,Cleaning_CallCenters,start,2,2,0,0,0,100.0,0.0,0.0,0.0,22.00000000000000000000,0.22503599999999888000,0.00000000000000000000,1.87591444493150730000,24.10095044493150618000,12.050475222465753
2025-10-01,2026-03-01,5,persona_x_initial_plan,Consultant,business,2,1,0,1,0,50.0,0.0,50.0,0.0,80.00000000000000000000,54.68511599999972400000,0.00000000000000000000,6.78172638794520570000,141.46684238794492970000,70.73342119397246
2025-10-01,2026-03-01,5,persona_x_initial_plan,Consultant,free,80,72,2,6,0,90.0,2.5,7.5,0.0,42.00000000000000000000,1078.53593399999467600000,117.12000000000000000000,1665.89456748273967207417,2903.55050148273434807417,36.29438126853418
2025-10-01,2026-03-01,5,persona_x_initial_plan,Consultant,plus,15,12,0,3,0,80.0,0.0,20.0,0.0,329.80000000000000000000,951.53237819999564810000,2.82000000000000000000,350.61878499835618920600,1634.77116319835183730600,108.98474421322345
2025-10-01,2026-03-01,5,persona_x_initial_plan,Consultant,start,105,100,1,4,0,95.24,0.95,3.81,0.0,961.70000000000000000000,936.84894839999548708000,77.26000000000000000000,3711.32816441479534043789,5687.13711281479082751789,54.163210598236105
2025-10-01,2026-03-01,5,persona_x_initial_plan,Developer_IT,free,35,24,3,8,0,68.57,8.57,22.86,0.0,22.00000000000000000000,227.66932259999889410000,38.34000000000000200000,500.28256376164381855870,788.29188636164271465870,22.522625324618364
2025-10-01,2026-03-01,5,persona_x_initial_plan,Developer_IT,plus,13,11,0,2,0,84.62,0.0,15.38,0.0,253.33333333300000000000,171.18422099999914420000,3.50000000000000000000,370.10088555397259364000,798.11843988697173784000,61.39372614515167
2025-10-01,2026-03-01,5,persona_x_initial_plan,Developer_IT,start,43,39,2,1,1,90.7,4.65,2.33,2.33,375.00000000000000000000,319.84422119999844705000,163.52000000000000000000,868.24281717041105418930,1726.60703837040950123930,40.153652055125804
2025-10-01,2026-03-01,5,persona_x_initial_plan,Media_Publishing,free,15,14,1,0,0,93.33,6.67,0.0,0.0,0.00000000000000000000,206.49454199999896621000,47.18000000000000000000,20.64811237150685196372,274.32265437150581817372,18.288176958100387
2025-10-01,2026-03-01,5,persona_x_initial_plan,Media_Publishing,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,25.00000000000000000000,124.37035199999936000000,0.00000000000000000000,57.61602735890412000000,206.98637935890348000000,206.9863793589035
2025-10-01,2026-03-01,5,persona_x_initial_plan,Media_Publishing,start,18,17,1,0,0,94.44,5.56,0.0,0.0,165.00000000000000000000,411.14757239999782460000,7.36000000000000000000,453.70786308438353947860,1037.21543548438136407860,57.623079749132295
2025-10-01,2026-03-01,5,persona_x_initial_plan,Medical_Professionals,free,5,5,0,0,0,100.0,0.0,0.0,0.0,0.00000000000000000000,67.86071999999966957000,34.32000000000000000000,302.97861923013702847120,405.15933923013669804120,81.03186784602734
2025-10-01,2026-03-01,5,persona_x_initial_plan,Medical_Professionals,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,25.00000000000000000000,6.26266799999997130000,0.00000000000000000000,34.15429537424657300000,65.41696337424654430000,65.41696337424655
2025-10-01,2026-03-01,5,persona_x_initial_plan,Medical_Professionals,start,8,8,0,0,0,100.0,0.0,0.0,0.0,88.00000000000000000000,57.97376999999972230000,10.28000000000000000000,115.10275690684932349300,271.35652690684904579300,33.919565863356134
2025-10-01,2026-03-01,5,persona_x_initial_plan,Others,business,6,4,1,1,0,66.67,16.67,16.67,0.0,320.00000000000000000000,186.19775999999908600000,14.29999999999999910000,18.43015072712328989000,538.92791072712237499000,89.8213184545204
2025-10-01,2026-03-01,5,persona_x_initial_plan,Others,free,59,56,2,1,0,94.92,3.39,1.69,0.0,47.00000000000000000000,934.93803599999523202000,184.28000000000000000000,386.50153739342468499630,1552.71957339341991701630,26.31728090497322
2025-10-01,2026-03-01,5,persona_x_initial_plan,Others,plus,34,24,4,6,0,70.59,11.76,17.65,0.0,525.90000000000000000000,607.19825699999713940700,46.62000000000000000000,63.53749561041095955358,1243.25575261040809896058,36.566345665012
2025-10-01,2026-03-01,5,persona_x_initial_plan,Others,start,92,81,3,8,0,88.04,3.26,8.7,0.0,839.00000000000000000000,921.29711399999550726000,671.26000000000000000000,654.31336068109600092650,3085.87047468109150818650,33.54207037696838
2025-10-01,2026-03-01,5,persona_x_initial_plan,Professeur,free,12,10,1,1,0,83.33,8.33,8.33,0.0,70.00000000000000000000,59.51656799999971100000,31.70000000000000000000,29.99267326684931881300,191.20924126684902981300,15.934103438904087
2025-10-01,2026-03-01,5,persona_x_initial_plan,Professeur,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,25.00000000000000000000,12.75659999999993800000,0.00000000000000000000,428.91984654630147000000,466.67644654630140800000,466.6764465463014
2025-10-01,2026-03-01,5,persona_x_initial_plan,Professeur,start,21,19,0,2,0,90.48,0.0,9.52,0.0,196.00000000000000000000,387.66261599999808478000,42.74000000000000000000,200.16736045315068081000,826.56997645314876559000,39.36047506919756
2025-10-01,2026-03-01,5,persona_x_initial_plan,Repair,free,3,2,0,1,0,66.67,0.0,33.33,0.0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.26708524986301373100,0.26708524986301373100,0.08902841662100458
2025-10-01,2026-03-01,5,persona_x_initial_plan,Repair,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,11.00000000000000000000,34.99043399999981600000,0.00000000000000000000,0.47547150575342462000,46.46590550575324062000,46.46590550575324
2025-10-01,2026-03-01,5,persona_x_initial_plan,Repair,start,4,4,0,0,0,100.0,0.0,0.0,0.0,44.00000000000000000000,18.64589399999991130000,0.76000000000000000000,11.31798153041095978000,74.72387553041087108000,18.680968882602716
2025-10-01,2026-03-01,5,persona_x_initial_plan,Restauration,free,9,8,0,1,0,88.89,0.0,11.11,0.0,11.00000000000000000000,56.67298199999972526000,58.91999999999999600000,6.63911457424657530510,133.23209657424629656510,14.803566286027367
2025-10-01,2026-03-01,5,persona_x_initial_plan,Restauration,plus,12,10,1,1,0,83.33,8.33,8.33,0.0,189.23333333300000000000,715.77682199999662537000,55.00000000000000000000,62.33558552438355989080,1022.34574085738018526080,85.19547840478168
2025-10-01,2026-03-01,5,persona_x_initial_plan,Restauration,start,7,6,1,0,0,85.71,14.29,0.0,0.0,64.00000000000000000000,92.46927599999956230000,0.00000000000000000000,9.59696324712328796300,166.06623924712285026300,23.723748463874692
2025-10-01,2026-03-01,5,persona_x_initial_plan,Retail,business,1,0,0,1,0,0.0,0.0,100.0,0.0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.0
2025-10-01,2026-03-01,5,persona_x_initial_plan,Retail,free,49,42,3,4,0,85.71,6.12,8.16,0.0,31.00000000000000000000,507.13495199999755478000,191.80000000000000000000,248.09456032876714490870,978.02951232876469968870,19.959785965893158
2025-10-01,2026-03-01,5,persona_x_initial_plan,Retail,plus,25,19,2,4,0,76.0,8.0,16.0,0.0,323.33333333300000000000,1688.54421599999130313500,95.52000000000000000000,423.62036286136989587340,2531.01791219436119900840,101.24071648777445
2025-10-01,2026-03-01,5,persona_x_initial_plan,Retail,start,82,71,6,5,0,86.59,7.32,6.1,0.0,758.33333333300000000000,1152.67725539999433735400,628.46000000000000000000,360.42746555835616139380,2899.89805429135049874780,35.3646104181872
2025-10-01,2026-03-01,5,persona_x_initial_plan,Wholesale,business,1,1,0,0,0,100.0,0.0,0.0,0.0,80.00000000000000000000,0.00000000000000000000,0.00000000000000000000,2.71450922027397250000,82.71450922027397250000,82.71450922027397
2025-10-01,2026-03-01,5,persona_x_initial_plan,Wholesale,free,6,4,1,1,0,66.67,16.67,16.67,0.0,0.00000000000000000000,0.00000000000000000000,17.60000000000000000000,67.92863196986302305900,85.52863196986302305900,14.25477199497717
2025-10-01,2026-03-01,5,persona_x_initial_plan,Wholesale,plus,3,2,0,1,0,66.67,0.0,33.33,0.0,50.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00355759780821917813,50.00355759780821917813,16.66785253260274
2025-10-01,2026-03-01,5,persona_x_initial_plan,Wholesale,start,13,12,0,1,0,92.31,0.0,7.69,0.0,115.00000000000000000000,116.69918399999943480000,100.92000000000000000000,194.04285481315070069570,526.66203881315013549570,40.51246452408847
2025-10-01,2026-04-01,6,initial_plan,ALL,business,28,17,2,9,0,60.71,7.14,32.14,0.0,1156.00000000000000000000,1844.99922959998969018300,14.47999999999999860000,128.43935688054795296023,3143.91858648053764174323,112.2828066600192
2025-10-01,2026-04-01,6,initial_plan,ALL,free,409,346,17,45,1,84.6,4.16,11.0,0.24,265.81000000000000000000,3225.43603079998253616700,966.96000000000000000000,5403.80123961095891002822,9862.00727041094144619522,24.11248721371868
2025-10-01,2026-04-01,6,initial_plan,ALL,plus,211,158,11,42,0,74.88,5.21,19.91,0.0,3582.95624999900000000000,8405.69976719995427498700,986.26000000000000070000,2467.55683385315092763130,15442.47285105210520331830,73.1870751234697
2025-10-01,2026-04-01,6,initial_plan,ALL,start,548,479,16,52,1,87.41,2.92,9.49,0.18,5166.61630376279132900000,7889.68424159995742907600,737.14000000000002000000,8531.12797839999981313409,22324.56852376274859121009,40.738263729494065
2025-10-01,2026-04-01,6,overall,ALL,ALL,1196,1000,46,148,2,83.61,3.85,12.37,0.17,10171.38255376179132900000,21365.81926919988393041300,2704.84000000000001930000,16530.92540874465760375384,50772.96723170633288246684,42.45231373888489
2025-10-01,2026-04-01,6,persona,Automobile_Trade_Repair,ALL,53,44,1,8,0,83.02,1.89,15.09,0.0,763.00000000000000000000,1128.08827619999388634300,317.22000000000000000000,223.10252094136987056013,2431.41079714136375690313,45.87567541776158
2025-10-01,2026-04-01,6,persona,BTP,ALL,240,203,3,34,0,84.58,1.25,14.17,0.0,2348.81999999999999700000,7116.71299199996150314000,547.52000000000002000000,4117.09384448383571335465,14130.14683648379723349465,58.875611818682486
2025-10-01,2026-04-01,6,persona,Bankers_Insurance,ALL,15,14,0,1,0,93.33,0.0,6.67,0.0,80.06250000000000000000,120.19238999999934299000,4.00000000000000000000,129.67154543287673079700,333.92643543287607378700,22.26176236219174
2025-10-01,2026-04-01,6,persona,Bikers_Drivers,ALL,100,68,5,26,1,68.0,5.0,26.0,1.0,903.54625000000000000000,1901.78770319998952601300,251.70000000000000070000,389.22094643013698466342,3446.25489963012651137642,34.462548996301265
2025-10-01,2026-04-01,6,persona,Cleaning_CallCenters,ALL,6,6,0,0,0,100.0,0.0,0.0,0.0,11.00000000000000000000,10.19393999999994346000,4.00000000000000000000,30.57164626246575596000,55.76558626246569942000,9.294264377077615
2025-10-01,2026-04-01,6,persona,Consultant,ALL,202,182,4,16,0,90.1,1.98,7.92,0.0,1454.41516129032258000000,3042.57807719998334190700,235.88000000000000000000,5727.03317125479436697223,10459.90640974510028887923,51.78171489972822
2025-10-01,2026-04-01,6,persona,Developer_IT,ALL,91,73,3,14,1,80.22,3.3,15.38,1.1,651.48958333300000000000,949.25619719999485665000,56.18000000000000000000,1769.69508011397264562127,3426.62086064696750227127,37.65517429282382
2025-10-01,2026-04-01,6,persona,Media_Publishing,ALL,34,30,3,1,0,88.24,8.82,2.94,0.0,197.90625000000000000000,381.24793799999793019000,40.92000000000000000000,497.01689148767123513332,1117.09107948766916532332,32.85561998493145
2025-10-01,2026-04-01,6,persona,Medical_Professionals,ALL,14,13,1,0,0,92.86,7.14,0.0,0.0,113.00000000000000000000,233.47034999999872380000,10.40000000000000000000,482.35709606356162225400,839.22744606356034605400,59.9448175759686
2025-10-01,2026-04-01,6,persona,Others,ALL,191,157,14,20,0,82.2,7.33,10.47,0.0,1621.87500000000000000000,2373.48687599998720810300,491.73999999999999860000,1270.03192526465756071147,5757.13380126464476741447,30.14206178672589
2025-10-01,2026-04-01,6,persona,Professeur,ALL,34,30,0,4,0,88.24,0.0,11.76,0.0,300.62500000000000000000,328.24493999999821340000,42.72000000000000000000,704.46889585753435828400,1376.05883585753257168400,40.47231870169213
2025-10-01,2026-04-01,6,persona,Repair,ALL,8,7,0,1,0,87.5,0.0,12.5,0.0,47.78125000000000000000,66.00373199999964271000,9.30000000000000000000,6.43768997698630313000,129.52267197698594584000,16.190333997123243
2025-10-01,2026-04-01,6,persona,Restauration,ALL,28,25,2,1,0,89.29,7.14,3.57,0.0,303.23333333300000000000,521.55367199999715913700,472.40000000000000000000,91.00865155671231878630,1388.19565688970947792330,49.57841631748962
2025-10-01,2026-04-01,6,persona,Retail,ALL,157,131,8,18,0,83.44,5.1,11.46,0.0,1129.62822580546875200000,2718.55993139998522787000,220.86000000000000000000,906.08504796328764409826,4975.13320516874162396826,31.688746529737205
2025-10-01,2026-04-01,6,persona,Wholesale,ALL,23,17,2,4,0,73.91,8.7,17.39,0.0,245.00000000000000000000,474.44225399999742470000,0.00000000000000000000,187.13045565479449342779,906.57270965479191812779,39.416204767599645
2025-10-01,2026-04-01,6,persona_x_initial_plan,Automobile_Trade_Repair,business,5,5,0,0,0,100.0,0.0,0.0,0.0,320.00000000000000000000,133.15507199999929078300,0.00000000000000000000,22.93533469698630291973,476.09040669698559370273,95.21808133939712
2025-10-01,2026-04-01,6,persona_x_initial_plan,Automobile_Trade_Repair,free,15,13,0,2,0,86.67,0.0,13.33,0.0,0.00000000000000000000,76.27741199999958256000,10.40000000000000000000,64.50000744328765776650,151.17741944328724032650,10.078494629552484
2025-10-01,2026-04-01,6,persona_x_initial_plan,Automobile_Trade_Repair,plus,11,10,0,1,0,90.91,0.0,9.09,0.0,220.00000000000000000000,741.54977819999598350000,281.60000000000000000000,101.05401189369864376070,1344.20379009369462726070,122.20034455397223
2025-10-01,2026-04-01,6,persona_x_initial_plan,Automobile_Trade_Repair,start,22,16,1,5,0,72.73,4.55,22.73,0.0,223.00000000000000000000,177.10601399999902950000,25.22000000000000000000,34.61316690739726611320,459.93918090739629561320,20.90632640488165
2025-10-01,2026-04-01,6,persona_x_initial_plan,BTP,business,8,4,1,3,0,50.0,12.5,37.5,0.0,251.00000000000000000000,871.08478199999513000000,0.00000000000000000000,67.85873407561644432830,1189.94351607561157432830,148.74293950945145
2025-10-01,2026-04-01,6,persona_x_initial_plan,BTP,free,73,68,0,5,0,93.15,0.0,6.85,0.0,35.45000000000000000000,714.07020599999609515000,105.20000000000000000000,1743.66326454520551339760,2598.38347054520160854760,35.59429411705756
2025-10-01,2026-04-01,6,persona_x_initial_plan,BTP,plus,68,51,2,15,0,75.0,2.94,22.06,0.0,1191.00000000000000000000,3191.25781799998294600000,126.56000000000000000000,505.27248523068496396460,5014.09030323066790996460,73.73662210633336
2025-10-01,2026-04-01,6,persona_x_initial_plan,BTP,start,91,80,0,11,0,87.91,0.0,12.09,0.0,871.36999999999999700000,2340.30018599998733199000,315.76000000000002000000,1800.29936063232879166415,5327.72954663231614065415,58.546478534421055
2025-10-01,2026-04-01,6,persona_x_initial_plan,Bankers_Insurance,free,8,8,0,0,0,100.0,0.0,0.0,0.0,0.00000000000000000000,4.75415999999997350000,4.00000000000000000000,84.82846391232877824000,93.58262391232875174000,11.697827989041095
2025-10-01,2026-04-01,6,persona_x_initial_plan,Bankers_Insurance,start,7,6,0,1,0,85.71,0.0,14.29,0.0,80.06250000000000000000,115.43822999999936949000,0.00000000000000000000,44.84308152054795255700,240.34381152054732204700,34.33483021722105
2025-10-01,2026-04-01,6,persona_x_initial_plan,Bikers_Drivers,business,5,3,0,2,0,60.0,0.0,40.0,0.0,185.00000000000000000000,25.53100199999986280000,5.50000000000000000000,5.02410770684931584220,221.05510970684917864220,44.211021941369836
2025-10-01,2026-04-01,6,persona_x_initial_plan,Bikers_Drivers,free,36,25,2,8,1,69.44,5.56,22.22,2.78,11.00000000000000000000,169.34074199999908943700,136.80000000000000000000,242.85695670904108306381,559.99769870904017250081,15.55549163080667
2025-10-01,2026-04-01,6,persona_x_initial_plan,Bikers_Drivers,plus,26,16,1,9,0,61.54,3.85,34.62,0.0,395.00000000000000000000,1318.36318919999265429000,65.00000000000000070000,62.64956509863013731004,1841.01275429862279230004,70.80818285763934
2025-10-01,2026-04-01,6,persona_x_initial_plan,Bikers_Drivers,start,33,24,2,7,0,72.73,6.06,21.21,0.0,312.54625000000000000000,388.55276999999791948600,44.40000000000000000000,78.69031691561644844737,824.18933691561436793337,24.975434451988313
2025-10-01,2026-04-01,6,persona_x_initial_plan,Cleaning_CallCenters,free,4,4,0,0,0,100.0,0.0,0.0,0.0,0.00000000000000000000,9.90836999999994497000,4.00000000000000000000,28.56697047068493405000,42.47534047068487902000,10.61883511767122
2025-10-01,2026-04-01,6,persona_x_initial_plan,Cleaning_CallCenters,start,2,2,0,0,0,100.0,0.0,0.0,0.0,11.00000000000000000000,0.28556999999999849000,0.00000000000000000000,2.00467579178082191000,13.29024579178082040000,6.6451228958904105
2025-10-01,2026-04-01,6,persona_x_initial_plan,Consultant,business,2,1,0,1,0,50.0,0.0,50.0,0.0,80.00000000000000000000,654.67213199999628000000,0.00000000000000000000,12.75371716109589000000,747.42584916109217000000,373.7129245805461
2025-10-01,2026-04-01,6,persona_x_initial_plan,Consultant,free,80,71,1,8,0,88.75,1.25,10.0,0.0,42.00000000000000000000,657.50340959999643110000,259.68000000000000000000,1674.39533335342463387363,2633.57874295342106497363,32.919734286917766
2025-10-01,2026-04-01,6,persona_x_initial_plan,Consultant,plus,15,12,0,3,0,80.0,0.0,20.0,0.0,350.00000000000000000000,486.84259799999731342000,0.00000000000000000000,405.01067968383565655700,1241.85327768383296997700,82.79021851225552
2025-10-01,2026-04-01,6,persona_x_initial_plan,Consultant,start,105,98,3,4,0,93.33,2.86,3.81,0.0,982.41516129032258000000,1243.55993759999331738700,-23.80000000000000000000,3634.87344105643818654160,5837.04853994675408392860,55.59093847568337
2025-10-01,2026-04-01,6,persona_x_initial_plan,Developer_IT,free,35,24,1,10,0,68.57,2.86,28.57,0.0,22.00000000000000000000,197.13547079999893491000,34.94000000000000000000,547.24302154136988670227,801.31849234136882161227,22.894814066896252
2025-10-01,2026-04-01,6,persona_x_initial_plan,Developer_IT,plus,13,11,0,2,0,84.62,0.0,15.38,0.0,263.48958333300000000000,205.09294139999888587000,0.00000000000000000000,359.64264521095892743000,828.22516994395781330000,63.709628457227524
2025-10-01,2026-04-01,6,persona_x_initial_plan,Developer_IT,start,43,38,2,2,1,88.37,4.65,4.65,2.33,366.00000000000000000000,547.02778499999703587000,21.24000000000000000000,862.80941336164383148900,1797.07719836164086735900,41.79249298515444
2025-10-01,2026-04-01,6,persona_x_initial_plan,Media_Publishing,free,15,13,2,0,0,86.67,13.33,0.0,0.0,0.00000000000000000000,75.77652599999959509000,40.00000000000000000000,15.89760211178082327752,131.67412811178041836752,8.778275207452028
2025-10-01,2026-04-01,6,persona_x_initial_plan,Media_Publishing,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,25.00000000000000000000,133.34641199999928000000,0.00000000000000000000,51.64616508383561900000,209.99257708383489900000,209.9925770838349
2025-10-01,2026-04-01,6,persona_x_initial_plan,Media_Publishing,start,18,16,1,1,0,88.89,5.56,5.56,0.0,172.90625000000000000000,172.12499999999905510000,0.92000000000000000000,429.47312429205479285580,775.42437429205384795580,43.0791319051141
2025-10-01,2026-04-01,6,persona_x_initial_plan,Medical_Professionals,free,5,4,1,0,0,80.0,20.0,0.0,0.0,0.00000000000000000000,31.33472399999983100000,10.40000000000000000000,280.32659632328766810000,322.06132032328749910000,64.41226406465749
2025-10-01,2026-04-01,6,persona_x_initial_plan,Medical_Professionals,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,25.00000000000000000000,2.46025799999998670000,0.00000000000000000000,46.03370812438355800000,73.49396612438354470000,73.49396612438355
2025-10-01,2026-04-01,6,persona_x_initial_plan,Medical_Professionals,start,8,8,0,0,0,100.0,0.0,0.0,0.0,88.00000000000000000000,199.67536799999890610000,0.00000000000000000000,155.99679161589039615400,443.67215961588930225400,55.459019951986164
2025-10-01,2026-04-01,6,persona_x_initial_plan,Others,business,6,3,1,2,0,50.0,16.67,33.33,0.0,240.00000000000000000000,157.35512159999914400000,8.97999999999999860000,16.98669329808219267000,423.32181489808133527000,70.5536358163469
2025-10-01,2026-04-01,6,persona_x_initial_plan,Others,free,59,53,4,2,0,89.83,6.78,3.39,0.0,36.00000000000000000000,556.32419999999699446000,267.78000000000000000000,374.41913080164387130930,1234.52333080164086576930,20.92412425087527
2025-10-01,2026-04-01,6,persona_x_initial_plan,Others,plus,34,22,5,7,0,64.71,14.71,20.59,0.0,500.00000000000000000000,587.79356039999685675000,10.00000000000000000000,63.90592474027398024907,1161.69948514027083699907,34.16763191589032
2025-10-01,2026-04-01,6,persona_x_initial_plan,Others,start,92,79,4,9,0,85.87,4.35,9.78,0.0,845.87500000000000000000,1072.01399399999421289300,204.98000000000000000000,814.72017642465751648310,2937.58917042465172937610,31.930317069833173
2025-10-01,2026-04-01,6,persona_x_initial_plan,Professeur,free,12,10,0,2,0,83.33,0.0,16.67,0.0,70.00000000000000000000,80.99092799999955300000,12.80000000000000000000,31.60550962465753266700,195.39643762465708566700,16.283036468721424
2025-10-01,2026-04-01,6,persona_x_initial_plan,Professeur,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,25.00000000000000000000,0.00000000000000000000,0.00000000000000000000,495.89692249589052000000,520.89692249589052000000,520.8969224958905
2025-10-01,2026-04-01,6,persona_x_initial_plan,Professeur,start,21,19,0,2,0,90.48,0.0,9.52,0.0,205.62500000000000000000,247.25401199999866040000,29.92000000000000000000,176.96646373698630561700,659.76547573698496601700,31.417403606523095
2025-10-01,2026-04-01,6,persona_x_initial_plan,Repair,free,3,2,0,1,0,66.67,0.0,33.33,0.0,0.00000000000000000000,2.32217999999998700000,0.00000000000000000000,0.17392241698630140600,2.49610241698628840600,0.8320341389954296
2025-10-01,2026-04-01,6,persona_x_initial_plan,Repair,plus,1,1,0,0,0,100.0,0.0,0.0,0.0,11.00000000000000000000,29.07426599999984500000,0.00000000000000000000,0.32448995890410953000,40.39875595890395453000,40.398755958903955
2025-10-01,2026-04-01,6,persona_x_initial_plan,Repair,start,4,4,0,0,0,100.0,0.0,0.0,0.0,36.78125000000000000000,34.60728599999981071000,9.30000000000000000000,5.93927760109589219400,86.62781360109570290400,21.656953400273927
2025-10-01,2026-04-01,6,persona_x_initial_plan,Restauration,free,9,7,1,1,0,77.78,11.11,11.11,0.0,11.00000000000000000000,84.28181399999955000000,6.40000000000000000000,5.09727865315068445110,106.77909265315023445110,11.864343628127804
2025-10-01,2026-04-01,6,persona_x_initial_plan,Restauration,plus,12,12,0,0,0,100.0,0.0,0.0,0.0,239.23333333300000000000,344.44645199999812933700,462.00000000000000000000,79.98570277972601782020,1125.66548811272414715720,93.80545734272702
2025-10-01,2026-04-01,6,persona_x_initial_plan,Restauration,start,7,6,1,0,0,85.71,14.29,0.0,0.0,53.00000000000000000000,92.82540599999947980000,4.00000000000000000000,5.92567012383561651500,155.75107612383509631500,22.250153731976443
2025-10-01,2026-04-01,6,persona_x_initial_plan,Retail,business,1,0,0,1,0,0.0,0.0,100.0,0.0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.0
2025-10-01,2026-04-01,6,persona_x_initial_plan,Retail,free,49,41,4,4,0,83.67,8.16,8.16,0.0,38.36000000000000000000,565.41588839999697399000,74.56000000000000000000,309.82409991890406223049,988.15998831890103622049,20.166530373855124
2025-10-01,2026-04-01,6,persona_x_initial_plan,Retail,plus,25,18,3,4,0,72.0,12.0,16.0,0.0,288.23333333300000000000,1365.47249399999239412000,41.10000000000000000000,296.13108770465756113330,1990.93691503764995525330,79.637476601506
2025-10-01,2026-04-01,6,persona_x_initial_plan,Retail,start,82,72,1,9,0,87.8,1.22,10.98,0.0,803.03489247246875200000,787.67154899999585976000,105.20000000000000000000,300.12986033972602073447,1996.03630181219063249447,24.341906119660862
2025-10-01,2026-04-01,6,persona_x_initial_plan,Wholesale,business,1,1,0,0,0,100.0,0.0,0.0,0.0,80.00000000000000000000,3.20111999999998260000,0.00000000000000000000,2.88076994191780720000,86.08188994191778980000,86.0818899419178
2025-10-01,2026-04-01,6,persona_x_initial_plan,Wholesale,free,6,3,1,2,0,50.0,16.67,33.33,0.0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.40308178520547949300,0.40308178520547949300,0.06718029753424658
2025-10-01,2026-04-01,6,persona_x_initial_plan,Wholesale,plus,3,2,0,1,0,66.67,0.0,33.33,0.0,50.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00344584767123287639,50.00344584767123287639,16.667815282557076
2025-10-01,2026-04-01,6,persona_x_initial_plan,Wholesale,start,13,11,1,1,0,84.62,7.69,7.69,0.0,115.00000000000000000000,471.24113399999744210000,0.00000000000000000000,183.84315807999997385840,770.08429207999741595840,59.23725323692288
2025-11-01,2025-11-01,0,initial_plan,ALL,business,50,50,0,0,0,100.0,0.0,0.0,0.0,1760.00000000000000000000,3100.01773175150351952000,150.00000000000000000000,435.91891597424666464235,5445.93664772575018416235,108.918732954515
2025-11-01,2025-11-01,0,initial_plan,ALL,free,926,921,0,0,5,99.46,0.0,0.0,0.54,28.72000000000000000000,3285.71322572707703360327,13530.00000000000000000000,7259.02016750575352416089,24103.45339323283055776416,26.029647292908024
2025-11-01,2025-11-01,0,initial_plan,ALL,plus,361,360,0,0,1,99.72,0.0,0.0,0.28,2554.34086021200000000000,8060.30643076126431211700,1615.76000000000000000000,2265.56883171452059876500,14495.97612268778491088200,40.155058511600515
2025-11-01,2025-11-01,0,initial_plan,ALL,start,1098,1094,0,0,4,99.64,0.0,0.0,0.36,5153.36182795600000000000,7540.35574056439814022500,13535.14000000000000000000,4037.57752463671243118009,30266.43509315711057140509,27.565059283385345
2025-11-01,2025-11-01,0,overall,ALL,ALL,2435,2425,0,0,10,99.59,0.0,0.0,0.41,9496.42268816800000000000,21986.39312880424300546527,28830.90000000000000000000,13998.08543983123321874833,74311.80125680347622421360,30.51819353462155
2025-11-01,2025-11-01,0,persona,Automobile_Trade_Repair,ALL,94,93,0,0,1,98.94,0.0,0.0,1.06,592.74193548400000000000,1555.26118393297877844900,304.00000000000000000000,394.54973305698630666150,2846.55285247396508511050,30.282477153978352
2025-11-01,2025-11-01,0,persona,BTP,ALL,450,449,0,0,1,99.78,0.0,0.0,0.22,1943.16483871000000000000,6517.35198363678653339400,2566.00000000000000000000,6007.29228999945215706477,17033.80911234623869045877,37.8529091385472
2025-11-01,2025-11-01,0,persona,Bankers_Insurance,ALL,32,32,0,0,0,100.0,0.0,0.0,0.0,54.51612903200000000000,67.63584500671729770000,414.00000000000000000000,340.99348190027397043100,877.14545593899126813100,27.410795498093478
2025-11-01,2025-11-01,0,persona,Bikers_Drivers,ALL,157,155,0,0,2,98.73,0.0,0.0,1.27,787.54838709700000000000,2148.80770914502316174200,1686.00000000000000000000,252.10422838794521578542,4874.46032462996837752742,31.047517991273683
